order_item_id,order_id,product_id,quantity,unit_price,total_price
ITEM100199,ORD19195,PROD1094,2,3929.4,7858.8
ITEM100200,ORD22596,PROD1271,1,3320.4,3320.4
ITEM100201,ORD19884,PROD1185,10,3546.21,35462.1
ITEM100202,ORD16179,PROD1104,3,3591.53,10774.59
ITEM100203,ORD10543,PROD1171,10,4799.24,47992.4
ITEM100204,ORD11052,PROD1258,7,4736.5,33155.5
ITEM100205,ORD13577,PROD1195,2,2170.32,4340.64
ITEM100206,ORD13982,PROD1077,2,4387.1,8774.2
ITEM100207,ORD12108,PROD1220,4,175.68,702.72
ITEM100208,ORD24155,PROD1041,2,3083.61,6167.22
ITEM100209,ORD15729,PROD1191,5,1130.89,5654.45
ITEM100210,ORD12130,PROD1118,4,3123.46,12493.84
ITEM100211,ORD12610,PROD1122,6,4101.01,24606.06
ITEM100212,ORD24462,PROD1270,6,823.99,4943.94
ITEM100213,ORD16422,PROD1042,10,3214.48,32144.8
ITEM100214,ORD20960,PROD1166,1,699.22,699.22
ITEM100215,ORD11256,PROD1202,6,1253.59,7521.54
ITEM100216,ORD24083,PROD1276,9,1112.55,10012.95
ITEM100217,ORD21511,PROD1274,3,2226.43,6679.29
ITEM100218,ORD10525,PROD1289,7,3320.42,23242.94
ITEM100219,ORD23167,PROD1101,4,2718.8,10875.2
ITEM100220,ORD17004,PROD1260,4,2461.54,9846.16
ITEM100221,ORD18525,PROD1094,2,3929.4,7858.8
ITEM100222,ORD17142,PROD1122,1,4101.01,4101.01
ITEM100223,ORD20715,PROD1116,6,2606.82,15640.92
ITEM100224,ORD19828,PROD1182,8,2159.95,17279.6
ITEM100225,ORD11280,PROD1007,1,2325.72,2325.72
ITEM100226,ORD11739,PROD1078,10,2486.64,24866.4
ITEM100227,ORD22934,PROD1226,7,759.3,5315.1
ITEM100228,ORD20320,PROD1050,9,4002.16,36019.44
ITEM100229,ORD20480,PROD1188,3,1410.9,4232.7
ITEM100230,ORD20932,PROD1128,3,2156.52,6469.56
ITEM100231,ORD19938,PROD1011,1,1130.33,1130.33
ITEM100232,ORD20107,PROD1192,1,3111.02,3111.02
ITEM100233,ORD11745,PROD1198,1,3896.71,3896.71
ITEM100234,ORD16903,PROD1062,10,4075.68,40756.8
ITEM100235,ORD15724,PROD1081,9,3530.46,31774.14
ITEM100236,ORD19861,PROD1256,6,1433.76,8602.56
ITEM100237,ORD23757,PROD1031,9,3680.01,33120.09
ITEM100238,ORD14560,PROD1096,1,2109.21,2109.21
ITEM100239,ORD22746,PROD1263,10,325.36,3253.6
ITEM100240,ORD24367,PROD1066,4,236.67,946.68
ITEM100241,ORD15345,PROD1135,9,4872.38,43851.42
ITEM100242,ORD12376,PROD1212,2,3926.1,7852.2
ITEM100243,ORD21121,PROD1299,5,3341.64,16708.2
ITEM100244,ORD16941,PROD1131,9,3587.01,32283.09
ITEM100245,ORD11075,PROD1259,3,3411.14,10233.42
ITEM100246,ORD15986,PROD1079,3,3543.11,10629.33
ITEM100247,ORD19951,PROD1131,2,3587.01,7174.02
ITEM100248,ORD22917,PROD1193,3,1804.61,5413.83
ITEM100249,ORD14415,PROD1239,2,4207.19,8414.38
ITEM100250,ORD10059,PROD1110,1,189.61,189.61
ITEM100251,ORD13583,PROD1048,1,1997.9,1997.9
ITEM100252,ORD16551,PROD1234,5,747.88,3739.4
ITEM100253,ORD19545,PROD1063,4,4507.89,18031.56
ITEM100254,ORD11069,PROD1131,10,3587.01,35870.1
ITEM100255,ORD12081,PROD1146,7,2519.34,17635.38
ITEM100256,ORD24067,PROD1112,1,4196.85,4196.85
ITEM100257,ORD17588,PROD1052,7,1090.42,7632.94
ITEM100258,ORD15743,PROD1212,3,3926.1,11778.3
ITEM100259,ORD18455,PROD1007,5,2325.72,11628.6
ITEM100260,ORD14474,PROD1037,1,3530.95,3530.95
ITEM100261,ORD24492,PROD1040,5,921.57,4607.85
ITEM100262,ORD17093,PROD1133,4,667.35,2669.4
ITEM100263,ORD20605,PROD1172,9,3825.69,34431.21
ITEM100264,ORD24900,PROD1116,3,2606.82,7820.46
ITEM100265,ORD13395,PROD1158,2,4347.46,8694.92
ITEM100266,ORD22886,PROD1175,9,3343.25,30089.25
ITEM100267,ORD19922,PROD1074,10,4842.78,48427.8
ITEM100268,ORD13747,PROD1284,10,3056.86,30568.6
ITEM100269,ORD15945,PROD1088,10,2929.74,29297.4
ITEM100270,ORD21323,PROD1096,7,2109.21,14764.47
ITEM100271,ORD10565,PROD1079,4,3543.11,14172.44
ITEM100272,ORD11711,PROD1204,8,2578.78,20630.24
ITEM100273,ORD21039,PROD1095,2,795.75,1591.5
ITEM100274,ORD19725,PROD1255,6,1008.76,6052.56
ITEM100275,ORD21810,PROD1246,7,4265.88,29861.16
ITEM100276,ORD23245,PROD1145,10,1855.0,18550.0
ITEM100277,ORD11598,PROD1097,7,305.84,2140.88
ITEM100278,ORD22326,PROD1088,1,2929.74,2929.74
ITEM100279,ORD23668,PROD1252,3,4092.95,12278.85
ITEM100280,ORD23543,PROD1215,8,1173.43,9387.44
ITEM100281,ORD12409,PROD1053,4,4782.41,19129.64
ITEM100282,ORD19056,PROD1221,9,3590.66,32315.94
ITEM100283,ORD17857,PROD1240,6,4778.79,28672.74
ITEM100284,ORD12825,PROD1071,2,2968.54,5937.08
ITEM100285,ORD11315,PROD1226,4,759.3,3037.2
ITEM100286,ORD19231,PROD1184,2,1753.73,3507.46
ITEM100287,ORD14804,PROD1182,7,2159.95,15119.65
ITEM100288,ORD10865,PROD1017,1,4469.71,4469.71
ITEM100289,ORD20959,PROD1132,10,3538.86,35388.6
ITEM100290,ORD16061,PROD1248,9,1644.28,14798.52
ITEM100291,ORD20234,PROD1275,1,4493.4,4493.4
ITEM100292,ORD14799,PROD1168,1,1662.65,1662.65
ITEM100293,ORD21815,PROD1141,10,439.38,4393.8
ITEM100294,ORD15839,PROD1088,10,2929.74,29297.4
ITEM100295,ORD17136,PROD1154,2,4770.53,9541.06
ITEM100296,ORD20787,PROD1171,4,4799.24,19196.96
ITEM100297,ORD18467,PROD1112,10,4196.85,41968.5
ITEM100298,ORD14700,PROD1151,9,1760.09,15840.81
ITEM100299,ORD15129,PROD1267,4,170.83,683.32
ITEM100300,ORD23193,PROD1092,3,4032.67,12098.01
ITEM100301,ORD16729,PROD1115,1,4280.26,4280.26
ITEM100302,ORD17604,PROD1207,6,1554.5,9327.0
ITEM100303,ORD12812,PROD1291,10,3115.96,31159.6
ITEM100304,ORD15847,PROD1001,4,645.25,2581.0
ITEM100305,ORD15267,PROD1226,9,759.3,6833.7
ITEM100306,ORD13016,PROD1086,3,1500.17,4500.51
ITEM100307,ORD16028,PROD1041,5,3083.61,15418.05
ITEM100308,ORD24748,PROD1191,2,1130.89,2261.78
ITEM100309,ORD16241,PROD1111,4,2209.72,8838.88
ITEM100310,ORD14451,PROD1238,3,3472.3,10416.9
ITEM100311,ORD11034,PROD1155,4,2189.7,8758.8
ITEM100312,ORD13029,PROD1215,2,1173.43,2346.86
ITEM100313,ORD23120,PROD1221,8,3590.66,28725.28
ITEM100314,ORD10268,PROD1254,7,1650.17,11551.19
ITEM100315,ORD21338,PROD1007,3,2325.72,6977.16
ITEM100316,ORD16250,PROD1272,8,2463.29,19706.32
ITEM100317,ORD16471,PROD1101,3,2718.8,8156.4
ITEM100318,ORD15766,PROD1092,3,4032.67,12098.01
ITEM100319,ORD20257,PROD1056,10,426.14,4261.4
ITEM100320,ORD12458,PROD1252,2,4092.95,8185.9
ITEM100321,ORD11182,PROD1111,9,2209.72,19887.48
ITEM100322,ORD19238,PROD1185,8,3546.21,28369.68
ITEM100323,ORD21844,PROD1276,1,1112.55,1112.55
ITEM100324,ORD23931,PROD1027,6,1234.51,7407.06
ITEM100325,ORD23764,PROD1296,9,2238.14,20143.26
ITEM100326,ORD24445,PROD1230,8,2789.92,22319.36
ITEM100327,ORD12485,PROD1137,7,1346.58,9426.06
ITEM100328,ORD15506,PROD1207,8,1554.5,12436.0
ITEM100329,ORD23230,PROD1052,7,1090.42,7632.94
ITEM100330,ORD22268,PROD1284,4,3056.86,12227.44
ITEM100331,ORD13737,PROD1023,4,2050.0,8200.0
ITEM100332,ORD20563,PROD1044,3,2854.17,8562.51
ITEM100333,ORD22483,PROD1050,7,4002.16,28015.12
ITEM100334,ORD19155,PROD1251,6,1519.65,9117.9
ITEM100335,ORD18728,PROD1141,7,439.38,3075.66
ITEM100336,ORD20835,PROD1273,7,612.55,4287.85
ITEM100337,ORD17671,PROD1087,8,1199.25,9594.0
ITEM100338,ORD24009,PROD1122,6,4101.01,24606.06
ITEM100339,ORD14906,PROD1215,8,1173.43,9387.44
ITEM100340,ORD12454,PROD1230,8,2789.92,22319.36
ITEM100341,ORD16946,PROD1189,8,4563.77,36510.16
ITEM100342,ORD24173,PROD1161,9,2227.52,20047.68
ITEM100343,ORD16641,PROD1251,1,1519.65,1519.65
ITEM100344,ORD14417,PROD1195,4,2170.32,8681.28
ITEM100345,ORD21830,PROD1036,8,2558.66,20469.28
ITEM100346,ORD18151,PROD1061,7,1408.96,9862.72
ITEM100347,ORD15558,PROD1063,4,4507.89,18031.56
ITEM100348,ORD11046,PROD1188,7,1410.9,9876.3
ITEM100349,ORD13588,PROD1272,8,2463.29,19706.32
ITEM100350,ORD10338,PROD1287,7,4207.0,29449.0
ITEM100351,ORD16683,PROD1258,6,4736.5,28419.0
ITEM100352,ORD22406,PROD1269,3,1436.17,4308.51
ITEM100353,ORD19183,PROD1004,2,2746.46,5492.92
ITEM100354,ORD22952,PROD1226,7,759.3,5315.1
ITEM100355,ORD19756,PROD1030,5,660.5,3302.5
ITEM100356,ORD10153,PROD1116,9,2606.82,23461.38
ITEM100357,ORD18757,PROD1031,6,3680.01,22080.06
ITEM100358,ORD12220,PROD1095,2,795.75,1591.5
ITEM100359,ORD19433,PROD1004,6,2746.46,16478.76
ITEM100360,ORD24581,PROD1179,2,4238.13,8476.26
ITEM100361,ORD23495,PROD1058,5,824.44,4122.2
ITEM100362,ORD11081,PROD1042,6,3214.48,19286.88
ITEM100363,ORD10545,PROD1252,9,4092.95,36836.55
ITEM100364,ORD15781,PROD1018,2,1433.44,2866.88
ITEM100365,ORD10916,PROD1001,1,645.25,645.25
ITEM100366,ORD20044,PROD1211,8,4093.38,32747.04
ITEM100367,ORD11188,PROD1169,4,3218.73,12874.92
ITEM100368,ORD17115,PROD1015,4,997.64,3990.56
ITEM100369,ORD10156,PROD1242,1,4597.59,4597.59
ITEM100370,ORD16435,PROD1140,8,3050.51,24404.08
ITEM100371,ORD10148,PROD1149,6,3789.1,22734.6
ITEM100372,ORD19682,PROD1243,8,199.22,1593.76
ITEM100373,ORD22221,PROD1127,8,4256.09,34048.72
ITEM100374,ORD16772,PROD1249,2,3106.19,6212.38
ITEM100375,ORD16587,PROD1182,10,2159.95,21599.5
ITEM100376,ORD10132,PROD1103,1,3335.25,3335.25
ITEM100377,ORD14043,PROD1033,3,299.93,899.79
ITEM100378,ORD12629,PROD1068,10,4119.0,41190.0
ITEM100379,ORD16260,PROD1178,1,3893.15,3893.15
ITEM100380,ORD24532,PROD1289,4,3320.42,13281.68
ITEM100381,ORD24963,PROD1068,3,4119.0,12357.0
ITEM100382,ORD15321,PROD1202,2,1253.59,2507.18
ITEM100383,ORD11883,PROD1168,9,1662.65,14963.85
ITEM100384,ORD13408,PROD1071,9,2968.54,26716.86
ITEM100385,ORD17478,PROD1240,8,4778.79,38230.32
ITEM100386,ORD13643,PROD1183,8,3910.39,31283.12
ITEM100387,ORD23821,PROD1067,2,4297.16,8594.32
ITEM100388,ORD21877,PROD1028,3,4096.2,12288.6
ITEM100389,ORD20946,PROD1074,4,4842.78,19371.12
ITEM100390,ORD11471,PROD1160,4,2908.97,11635.88
ITEM100391,ORD20808,PROD1296,5,2238.14,11190.7
ITEM100392,ORD18926,PROD1272,1,2463.29,2463.29
ITEM100393,ORD15295,PROD1179,2,4238.13,8476.26
ITEM100394,ORD24676,PROD1133,6,667.35,4004.1
ITEM100395,ORD22520,PROD1129,1,4260.41,4260.41
ITEM100396,ORD22982,PROD1056,8,426.14,3409.12
ITEM100397,ORD22472,PROD1021,10,3011.42,30114.2
ITEM100398,ORD19165,PROD1040,3,921.57,2764.71
ITEM100399,ORD18806,PROD1280,1,3671.85,3671.85
ITEM100400,ORD24148,PROD1040,2,921.57,1843.14
ITEM100401,ORD23604,PROD1032,4,1517.99,6071.96
ITEM100402,ORD23312,PROD1214,1,740.61,740.61
ITEM100403,ORD15389,PROD1183,9,3910.39,35193.51
ITEM100404,ORD10155,PROD1114,8,3339.09,26712.72
ITEM100405,ORD24198,PROD1289,10,3320.42,33204.2
ITEM100406,ORD12085,PROD1042,5,3214.48,16072.4
ITEM100407,ORD12781,PROD1126,7,2513.07,17591.49
ITEM100408,ORD24424,PROD1273,3,612.55,1837.65
ITEM100409,ORD17268,PROD1269,1,1436.17,1436.17
ITEM100410,ORD13619,PROD1079,3,3543.11,10629.33
ITEM100411,ORD16041,PROD1095,8,795.75,6366.0
ITEM100412,ORD12911,PROD1099,6,2544.04,15264.24
ITEM100413,ORD16773,PROD1071,6,2968.54,17811.24
ITEM100414,ORD15230,PROD1036,10,2558.66,25586.6
ITEM100415,ORD15089,PROD1126,4,2513.07,10052.28
ITEM100416,ORD12534,PROD1124,2,1841.58,3683.16
ITEM100417,ORD18232,PROD1033,10,299.93,2999.3
ITEM100418,ORD20995,PROD1090,2,1204.96,2409.92
ITEM100419,ORD14439,PROD1256,6,1433.76,8602.56
ITEM100420,ORD20583,PROD1299,5,3341.64,16708.2
ITEM100421,ORD23319,PROD1052,3,1090.42,3271.26
ITEM100422,ORD19799,PROD1051,8,1144.44,9155.52
ITEM100423,ORD10781,PROD1260,4,2461.54,9846.16
ITEM100424,ORD12588,PROD1099,2,2544.04,5088.08
ITEM100425,ORD12924,PROD1088,4,2929.74,11718.96
ITEM100426,ORD21623,PROD1024,7,2129.47,14906.29
ITEM100427,ORD12960,PROD1122,9,4101.01,36909.09
ITEM100428,ORD21036,PROD1109,7,3331.09,23317.63
ITEM100429,ORD18034,PROD1275,10,4493.4,44934.0
ITEM100430,ORD16120,PROD1210,9,2893.65,26042.85
ITEM100431,ORD17531,PROD1085,9,3549.13,31942.17
ITEM100432,ORD23132,PROD1249,10,3106.19,31061.9
ITEM100433,ORD20422,PROD1014,3,3708.82,11126.46
ITEM100434,ORD14975,PROD1061,4,1408.96,5635.84
ITEM100435,ORD13474,PROD1134,7,626.82,4387.74
ITEM100436,ORD13430,PROD1168,10,1662.65,16626.5
ITEM100437,ORD14737,PROD1029,8,3178.8,25430.4
ITEM100438,ORD19363,PROD1268,1,4633.46,4633.46
ITEM100439,ORD13283,PROD1084,1,3372.26,3372.26
ITEM100440,ORD15048,PROD1043,3,888.64,2665.92
ITEM100441,ORD15439,PROD1148,1,1002.06,1002.06
ITEM100442,ORD14544,PROD1266,4,2406.44,9625.76
ITEM100443,ORD19576,PROD1124,5,1841.58,9207.9
ITEM100444,ORD19949,PROD1054,4,2198.39,8793.56
ITEM100445,ORD11646,PROD1215,4,1173.43,4693.72
ITEM100446,ORD22590,PROD1166,9,699.22,6292.98
ITEM100447,ORD14409,PROD1124,8,1841.58,14732.64
ITEM100448,ORD13440,PROD1031,10,3680.01,36800.1
ITEM100449,ORD22723,PROD1026,8,3252.12,26016.96
ITEM100450,ORD21587,PROD1283,5,2364.48,11822.4
ITEM100451,ORD18307,PROD1071,4,2968.54,11874.16
